id,geometric_center,bbox,population,destinations,is_within_target_area,n_outflows,n_inflows,pkm_outflows,pkm_inflows,km_per_capita_outflows,km_per_capita_inflows
4_2,"(38.750566666666664, 9.032025)","POLYGON ((38.86173333333333 8.921733333333336, 38.86173333333333 8.965850000000001, 38.81726666666667 8.965850000000001, 38.81726666666667 8.921733333333336, 38.86173333333333 8.921733333333336))",4686.6553,1,True,46.00000000000001,25.50842755344038,612.8815766126395,353.31193210779304,13.323512535057379,13.850792306487785
4_3,"(38.795033333333336, 9.032025)","POLYGON ((38.86173333333333 8.965850000000001, 38.86173333333333 9.009966666666667, 38.81726666666667 9.009966666666667, 38.81726666666667 8.965850000000001, 38.86173333333333 8.965850000000001))",156206.98,16,True,1562.000000000001,511.26240702044555,15556.6310102458,6375.566198781989,9.959430864433925,12.470242504113996
4_4,"(38.8395, 9.032025)","POLYGON ((38.86173333333333 9.009966666666667, 38.86173333333333 9.054083333333333, 38.81726666666667 9.054083333333333, 38.81726666666667 9.009966666666667, 38.86173333333333 9.009966666666667))",340940.38,73,True,3408.9999999999986,2398.5793368125455,34097.804485250665,27385.40285871963,10.002289376723578,11.417342940639141
4_5,"(38.883966666666666, 9.032025)","POLYGON ((38.86173333333333 9.054083333333335, 38.86173333333333 9.0982, 38.81726666666667 9.0982, 38.81726666666667 9.054083333333335, 38.86173333333333 9.054083333333335))",9167.16,0,True,90.99999999999997,0.0,1134.748640576802,0.0,12.469765281063763,0.0
5_0,"(38.661633333333334, 9.076141666666667)","POLYGON ((38.9062 8.833500000000003, 38.9062 8.877616666666668, 38.86173333333333 8.877616666666668, 38.86173333333333 8.833500000000003, 38.9062 8.833500000000003))",3195.3127,0,False,31.00000000000001,0.0,657.3022978405735,0.0,21.20329993034107,0.0
5_1,"(38.7061, 9.076141666666667)","POLYGON ((38.9062 8.877616666666668, 38.9062 8.921733333333334, 38.86173333333333 8.921733333333334, 38.86173333333333 8.877616666666668, 38.9062 8.877616666666668))",936.9922,0,True,9.000000000000002,0.0,185.34949259637227,0.0,20.594388066263583,0.0
5_2,"(38.750566666666664, 9.076141666666667)","POLYGON ((38.9062 8.921733333333336, 38.9062 8.965850000000001, 38.86173333333333 8.965850000000001, 38.86173333333333 8.921733333333336, 38.9062 8.921733333333336))",6832.2637,1,True,67.99999999999997,14.130751447566025,1190.5208200745185,233.34854759315357,17.507659118742925,16.5135271439048
5_3,"(38.795033333333336, 9.076141666666667)","POLYGON ((38.9062 8.965850000000001, 38.9062 9.009966666666667, 38.86173333333333 9.009966666666667, 38.86173333333333 8.965850000000001, 38.9062 8.965850000000001))",33072.61,1,True,330.0,20.752348280080508,4483.03282410943,276.20449070494817,13.58494795184676,13.30955354917919
5_4,"(38.8395, 9.076141666666667)","POLYGON ((38.9062 9.009966666666667, 38.9062 9.054083333333333, 38.86173333333333 9.054083333333333, 38.86173333333333 9.009966666666667, 38.9062 9.009966666666667))",122824.984,34,True,1228.0000000000002,759.3817606581288,15587.556948449466,8848.01305962158,12.693450283753634,11.651600707335039
5_5,"(38.883966666666666, 9.076141666666667)","POLYGON ((38.9062 9.054083333333335, 38.9062 9.0982, 38.86173333333333 9.0982, 38.86173333333333 9.054083333333335, 38.9062 9.054083333333335))",78021.58,5,False,780.0000000000001,72.18467526272806,11652.793318838452,1005.1851554622124,14.93947861389545,13.925187746618999
